子系统,文件,文件职责,当前状态,剩余功能/缺口,依赖或阻塞,优先级,备注
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2SupplierService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2SyncService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/domain/entity/AccountEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AccountTransferEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AgentConversationEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AgentDraftEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AgentMessageEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AgentNotificationEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AgentRunAuditEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AgentRunAuditEventEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/AgentTaskEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/BillFundLinkEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/CashChangeRecordEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/CustomerEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/FinanceRecordEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/ImportJobEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/InventoryAdjustmentEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/InventoryLedgerEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/InventoryMonthlyStatsEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/InventorySnapshotEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/MediaAssetEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/MediaBindingEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PartnerContactEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PartnerGroupEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PayOrderEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PaymentEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/ProductCategoryEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/ProductEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/ProductPriceLevelEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/ProductSupplierRelationEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/ProductUnitEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PurchaseOrderEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PurchaseOrderItemEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PurchaseReceiptEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/PurchaseReceiptItemEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SaleOrderEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SaleOrderItemEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SalesReturnEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SalesReturnItemEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SessionEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SupplierEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SyncCursorEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/SyncCursorId.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/domain/entity/UserEntity.java,后端持久化实体,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/ai/LongCatAnthropicClient.java,后端 Java 模块,已完成待联调,基础设施层已具备，但仍需随真实部署、provider 和安全验收继续校准,部署/安全/AI provider 验收,P1,基础设施层
backend,src/main/java/com/zhihuiji/backend/infrastructure/config/AgentLlmProperties.java,后端配置模块,已完成待联调,基础设施层已具备，但仍需随真实部署、provider 和安全验收继续校准,部署/安全/AI provider 验收,P1,基础设施层
backend,src/main/java/com/zhihuiji/backend/infrastructure/config/HttpClientConfig.java,后端配置模块,已完成待联调,基础设施层已具备，但仍需随真实部署、provider 和安全验收继续校准,部署/安全/AI provider 验收,P2,基础设施层
backend,src/main/java/com/zhihuiji/backend/infrastructure/config/LocalDemoDataInitializer.java,本地启动时 demo 数据初始化器,部分完成,仅适用于本地演示，不构成生产初始化策略,生产部署不得依赖 demo 初始化,P2,local demo seed
backend,src/main/java/com/zhihuiji/backend/infrastructure/config/SecurityConfig.java,后端配置模块,已完成待联调,基础设施层已具备，但仍需随真实部署、provider 和安全验收继续校准,部署/安全/AI provider 验收,P2,基础设施层
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AccountRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AccountTransferRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AgentConversationRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AgentDraftRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AgentMessageRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AgentNotificationRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AgentRunAuditEventRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AgentRunAuditRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/AgentTaskRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/BillFundLinkRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/CashChangeRecordRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/CustomerRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/FinanceRecordRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/ImportJobRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/InventoryAdjustmentRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/InventoryLedgerRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/InventoryMonthlyStatsRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/InventorySnapshotRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/MediaAssetRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/MediaBindingRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PartnerContactRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PartnerGroupRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PayOrderRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PaymentRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/ProductCategoryRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/ProductPriceLevelRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/ProductRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/ProductSupplierRelationRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/ProductUnitRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PurchaseOrderItemRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PurchaseOrderRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PurchaseReceiptItemRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/PurchaseReceiptRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/SaleOrderItemRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/SaleOrderRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/SalesReturnItemRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/SalesReturnRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/SessionRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/SupplierRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/SyncCursorRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/repository/UserRepository.java,后端数据访问,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/infrastructure/security/TokenAuthenticationFilter.java,后端 Java 模块,已完成待联调,基础设施层已具备，但仍需随真实部署、provider 和安全验收继续校准,部署/安全/AI provider 验收,P2,基础设施层
backend,src/main/java/com/zhihuiji/backend/infrastructure/security/TokenService.java,后端业务服务,已完成待联调,基础设施层已具备，但仍需随真实部署、provider 和安全验收继续校准,部署/安全/AI provider 验收,P2,基础设施层
config,src/main/resources/application-local.yml,本地环境配置,部分完成,保留 demo/agent/local 配置，不能代表生产部署口径,本地与生产配置语义分离,P2,local/dev only
config,src/main/resources/application-prod.yml,生产环境配置,部分完成,生产 AI/provider、真实部署口径和 154/124 发布链仍需继续校准,线上配置、密钥、部署验证,P1,prod profile
config,src/main/resources/application.yml,公共基础配置,已完成待联调,仍需结合 prod/local 配置完成最终部署校验,部署环境差异验证,P3,base config
config,src/main/resources/db/migration/V10__finance_and_inventory_foundation.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V11__bill_domain_enhancement.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V12__sync_and_import_owner_upgrade.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V13__media_and_agent_expansion.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V14__b07_cascade_and_constraints.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V15__agent_run_audits.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V16__agent_message_structured_data_text.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V17__agent_run_audit_loss_metrics.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V1__init.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V2__suppliers_and_pay_orders.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V3__finance_records.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V4__agent_tasks_and_notifications.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V5__add_indexes.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V6__add_foreign_keys.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V7__owner_scope_foundation.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V8__product_and_partner_expansion.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
config,src/main/resources/db/migration/V9__product_price_levels_and_supplier_relations.sql,数据库迁移脚本,已完成,迁移本身已落地；后续仅在新增域或修复 schema 漂移时扩展,无当前功能阻塞,P3,历史迁移
web,src/main/resources/static/admin-console/app.js,本地静态管理台资源,部分完成,仅适合本地/admin 演示辅助，不是最终正式 Web 管理端,真实 Web 管理端与 store/member 体系未完全收口,P2,static admin console
web,src/main/resources/static/admin-console/index.html,本地静态管理台资源,部分完成,仅适合本地/admin 演示辅助，不是最终正式 Web 管理端,真实 Web 管理端与 store/member 体系未完全收口,P2,static admin console
web,src/main/resources/static/admin-console/styles.css,本地静态管理台资源,部分完成,仅适合本地/admin 演示辅助，不是最终正式 Web 管理端,真实 Web 管理端与 store/member 体系未完全收口,P2,static admin console
tools,tools/admin_console_browser_check.mjs,功能辅助脚本,文档/脚本支撑,脚本能力需跟随真实环境、部署链和验收口径继续使用/校准,依赖真实运行环境或验收对象,P2,当前用于验收/证据/导入/巡检支撑
tools,tools/admin_console_smoke.ps1,功能辅助脚本,文档/脚本支撑,脚本能力需跟随真实环境、部署链和验收口径继续使用/校准,依赖真实运行环境或验收对象,P2,当前用于验收/证据/导入/巡检支撑
tools,tools/ai_agent_combined_evidence_gate.py,功能辅助脚本,文档/脚本支撑,脚本已具备，但仍待真实 AI/设备/后端环境产出有效证据,依赖真实 AI 环境与设备证据,P1,当前用于验收/证据/导入/巡检支撑
tools,tools/ai_agent_evidence_capture.sh,AI 证据采集脚本,文档/脚本支撑,脚本本身已可用，但依赖真实环境补全 AI 端到端证据,真实账号、后端、设备环境,P1,AI 证据工具
tools,tools/ai_agent_forbidden_scan.py,功能辅助脚本,文档/脚本支撑,脚本已具备，但仍待真实 AI/设备/后端环境产出有效证据,依赖真实 AI 环境与设备证据,P1,当前用于验收/证据/导入/巡检支撑
tools,tools/ai_agent_performance_evidence.py,功能辅助脚本,文档/脚本支撑,脚本已具备，但仍待真实 AI/设备/后端环境产出有效证据,依赖真实 AI 环境与设备证据,P1,当前用于验收/证据/导入/巡检支撑
