序号,文件路径,相对路径,类或对象,函数名,函数类型,起始行,结束行,行数,职责摘要,副作用,调用方,发现问题编号,重复实现编号,审阅方式,状态,备注
79,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleBusinessException,method,97,100,4,"调用: handleBusinessException, status, body, failure, getCode, getMessage",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
80,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleAdminConflict,method,103,106,4,"调用: handleAdminConflict, status, body, failure, value, getMessage",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
81,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleBusiness,method,109,112,4,"调用: handleBusiness, status, body, failure, getMessage",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
82,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleServiceState,method,115,119,5,"调用: handleServiceState, warn, getMessage, status, body, failure",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
83,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleAccessDenied,method,122,126,5,"调用: handleAccessDenied, recordAdminDenial, getMessage, status, body, failure",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
84,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleAdminAuthenticationRequired,method,129,133,5,"调用: handleAdminAuthenticationRequired, recordAdminDenial, getMessage, status, body, failure",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
85,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleMethodNotSupported,method,136,139,4,"调用: handleMethodNotSupported, status, body, failure",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
86,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleNoResource,method,142,145,4,"调用: handleNoResource, status, body, failure",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
87,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,handleUnknown,method,148,152,5,"调用: handleUnknown, error, status, body, failure",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
88,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,recordAdminDenial,method,154,185,32,"调用: recordAdminDenial, getRequestAttributes, isAdminPath, getRequest, getRequestURI, requireCurrent",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
89,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,authenticatedUserId,method,187,206,20,"调用: authenticatedUserId, getContext, getAuthentication, isAuthenticated, getPrincipal, longValue",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
90,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,GlobalExceptionHandler,isAdminPath,method,208,211,4,"调用: isAdminPath, startsWith",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
91,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/IdGenerator.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/IdGenerator.java,IdGenerator,nextId,method,12,15,4,"调用: nextId, nextLong, nanoTime",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
92,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/IdGenerator.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/IdGenerator.java,IdGenerator,nextIdWithCollisionCheck,method,17,25,9,"调用: nextIdWithCollisionCheck, nextId, getAsBoolean",无,见调用关系台账,ISSUE-016,DUP-007,深度审阅（命中 ISSUE 规则，已人工复核行号与调用链）,完成,已关联问题：ISSUE-016
93,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/OrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/OrderStatus.java,OrderStatus,code,method,15,17,3,调用: code,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
94,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/OrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/OrderStatus.java,OrderStatus,isValid,method,19,21,3,"调用: isValid, fromCode",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
95,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/OrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/OrderStatus.java,OrderStatus,fromCode,method,23,33,11,"调用: fromCode, values",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
96,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaginationUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaginationUtils.java,PaginationUtils,PaginationUtils,method,13,13,1,调用: PaginationUtils,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
97,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaginationUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaginationUtils.java,PaginationUtils,pageable,method,15,19,5,"调用: pageable, min",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
98,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaginationUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaginationUtils.java,PaginationUtils,slice,method,21,34,14,"调用: slice, isEmpty, min, size, subList",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
99,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,ParseUtils,ParseUtils,method,6,6,1,调用: ParseUtils,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
100,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,ParseUtils,parse,method,8,17,10,"调用: parse, isBlank, apply",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
101,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,ParseUtils,parseLong,method,19,21,3,"调用: parseLong, parse",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
102,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,ParseUtils,parseDouble,method,23,25,3,"调用: parseDouble, parse",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
103,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,ParseUtils,parseInteger,method,27,29,3,"调用: parseInteger, parse",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
104,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PartnerTypes.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PartnerTypes.java,PartnerTypes,PartnerTypes,method,7,7,1,调用: PartnerTypes,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
105,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PartnerTypes.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PartnerTypes.java,PartnerTypes,isSupported,method,9,11,3,调用: isSupported,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
106,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PayOrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PayOrderStatus.java,PayOrderStatus,code,method,14,16,3,调用: code,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
107,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PayOrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PayOrderStatus.java,PayOrderStatus,isValid,method,18,20,3,"调用: isValid, fromCode",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
108,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PayOrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PayOrderStatus.java,PayOrderStatus,fromCode,method,22,32,11,"调用: fromCode, values",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
109,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentStatus.java,PaymentStatus,code,method,14,16,3,调用: code,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
110,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentStatus.java,PaymentStatus,isValid,method,18,20,3,"调用: isValid, fromCode",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
111,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentStatus.java,PaymentStatus,fromCode,method,22,32,11,"调用: fromCode, values",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
112,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentType.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentType.java,PaymentType,code,method,13,15,3,调用: code,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
113,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentType.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentType.java,PaymentType,isValid,method,17,19,3,"调用: isValid, fromCode",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
114,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentType.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PaymentType.java,PaymentType,fromCode,method,21,31,11,"调用: fromCode, values",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
115,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PurchaseOrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PurchaseOrderStatus.java,PurchaseOrderStatus,code,method,14,16,3,调用: code,无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
116,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PurchaseOrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PurchaseOrderStatus.java,PurchaseOrderStatus,isValid,method,18,20,3,"调用: isValid, fromCode",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
117,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/api/common/PurchaseOrderStatus.java,Code/backend/src/main/java/com/zhihuiji/backend/api/common/PurchaseOrderStatus.java,PurchaseOrderStatus,fromCode,method,22,32,11,"调用: fromCode, values",无,见调用关系台账,,DUP-007,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
